,,(1=male;  2=female),,,(1=happy;2=sad),,,(1=HM1/SM1; 2=HM2/SM2 ; 3=HM3/SM3),,,"[min:sec,ms]",(-100=negative;100=positive),,,,LEXICAL FEATURES,,,,,ACOUSTIC FEATURES,,,,,,,,,,FACIAL FEATURES,,,,,,,,,,,,,,,,,,,,,,
#segments,Participant,gender ,Age ,Cue_word,Cue_word_coded,Emotion_Memory_Aggregated,Emotional_memory,Emo_Mem_coded,Emotional_Memory_Topic,Emotional_Memory_Topic_Coded,Emotional_memory_duration ,Question: How did you feel at that moment when the emotional event happened?,Past Valence,Question: How did you feel now when talking about this emotional memory?,Present Valence,sentiment_M,sentiment_SD,interval_number,starttime,endtime,z_mean_pitch,z_sd_pitch,z_range_pitch,z_mean_intens,z_sd_intens,z_range_intens,z_hammarberg,z_ar,z_mean_dur_silent,z_sil_rate,AU01_int_dur_pmin,AU01_int_std,AU01_int_zscore,AU04_int_dur_pmin,AU04_int_std,AU04_int_zscore,AU09_int_dur_pmin,AU09_int_std,AU09_int_zscore,AU10_int_dur_pmin,AU10_int_std,AU10_int_zscore,AU12_int_dur_pmin,AU12_int_std,AU12_int_zscore,AU14_int_dur_pmin,AU14_int_std,AU14_int_zscore,AU15_int_dur_pmin,AU15_int_std,AU15_int_zscore,duration,topic_index
42,1,1,70,Sad,2,,SM1,1,SM1.9,9,"00:11,11",-85,-0.85,59,0.59,0.133333333333333,0,14,265.66,276.84,-0.514089967744731,-0.745525171306805,-0.196357231627228,0.739050889613494,-1.2792448737847,-0.660817193259231,1.68670092094763,1.77992607461263,-1.01616266756506,0.587924223775871,0,0.200317,-0.488399,20.8602,0.051672,0.13426,0,0,-0.550975,57.4194,0.192977,-0.310092,6.02151,0.194615,1.0621,60,0.415754,0.765344,0,0.244714,0.121951,11.179,9
43,1,1,70,Sad,2,,SM1,1,SM1.10,10,"00:39,39",-85,-0.85,59,0.59,-0.0852976190476191,0.249419083670319,15,276.84,315.86,0.202305119070156,0.171060715892798,-0.0352063046943251,0.734108760349371,0.971717536749833,1.74966937579008,0.258088085966417,0.545973156773308,-0.293361434872647,0.602968455721184,0,0.124328,-0.607209,40.8615,0.0496955,0.00557088,0,0.0169031,-0.52118,55.1385,0.274017,-0.0844985,10.3692,0.142555,0.707932,59.8462,0.474038,0.217187,0,0.209256,-0.180789,39.017,10
44,1,1,70,Sad,2,,SM1,1,SM1.11,11,"00:38,38",-85,-0.85,59,0.59,0.065,0.456289381861993,16,315.86,353.59,1.88017826978822,1.34937909780558,0.363996138541942,1.42886402580666,-0.43647568331538,-0.984040412667809,0.424524334262944,0.994169175054678,-0.264011324211804,1.18518023200478,3.62672,0.165011,1.92242,19.6288,0.126667,0.128515,0,0,-0.550975,51.6649,0.142281,-0.934235,22.2057,0.120791,1.02536,60,0.501128,0.432399,0,0.245346,-0.0514699,37.735,11
45,1,1,70,Sad,2,,SM1,1,SM1.12,12,"01:20,20",-85,-0.85,59,0.59,0.106777777777778,0.130658037004024,18,366.34,445.88,1.06572279091969,0.0467408982515221,0.0504229473740812,0.960211174182759,0.445073354866579,0.630571892336435,0.580689706175963,0.73649181123203,-0.885182322974129,0.500667678493058,0.422429,0.165384,2.3611,42.7709,0.172665,0.448349,0,0.617988,0.733957,56.6658,0.271871,-0.223668,9.18783,0.149188,1.19071,59.8491,0.391067,-0.0572376,0.0905205,0.136931,6.42564,79.542,12
46,1,1,70,Sad,2,,SM1,1,SM1.13,13,"00:29,29",-85,-0.85,59,0.59,-0.087,0.175335868169256,19,445.88,474.59,1.41840358723604,0.157243073172262,0.291186775123156,0.835962955652053,0.401907691043582,1.11061913863239,1.57161905456865,0.547033557447476,-0.208815593715293,0.445004020295402,11.4226,0.0653452,1.96613,5.39749,0.128165,0.202967,0,0,-0.550975,55.3138,0.279311,-0.229128,22.5523,0.0689038,0.844615,59.8326,0.308806,0.0130349,0,0.169606,-0.194197,28.712,13
47,1,1,70,Sad,2,,SM1,1,SM1.14,14,"01:00,00",-85,-0.85,59,0.59,-0.0632142857142857,0.249444109863469,21,485.63,545.75,1.04739597007472,0.0797614014703088,0.0177065272801549,1.0000570913747,-0.237382715147812,-0.598455858105582,-0.496671169210119,1.6028391620267,-0.441426172236304,0.709782502532902,5.53078,0.171875,2.02396,14.0566,0.0431737,0.0126276,0,0.0195162,-0.539758,54.5291,0.224726,-0.407689,20.7454,0.083238,0.704395,59.4609,0.557505,0.665948,0,0.143334,-0.416699,60.12,14
48,1,1,70,Sad,2,,SM1,1,SM1.15,15,"00:12,12",-85,-0.85,59,0.59,0.15,0.212132034355964,23,552.47,564.59,0.639819715030693,0.828065078142826,-0.0749029774427129,0.470245390107342,-0.341372723448669,-0.930456312678502,-0.0865568771246997,-1.44333850796451,-0.957900507596517,0.169694575696184,9.32231,0.371405,2.57365,0.892562,0.0475511,0.0751261,0,0.00666667,-0.548327,59.1074,0.245546,0.00513139,13.5868,0.178112,1.32039,59.405,0.516707,1.16645,0,0.16012,-0.162716,12.12,15
49,1,1,70,Sad,2,,SM1,1,SM1.16,16,"00:18,18",-85,-0.85,59,0.59,-0.147222222222222,0.570838402248379,25,567.08,585.26,0.8650628035048,-0.76675430766932,0.0176262021633026,1.96408118095666,-0.00528070993912862,0.423969280006532,-0.868404817967685,-1.04462785447761,-1.75166767949873,1.82456008968056,12.2112,0.0889623,1.85206,7.52475,0.0869227,0.0557379,0,0,-0.550975,56.8977,0.316107,0.256314,14.7195,0.176695,1.2555,60,0.534856,0.304197,0,0.170191,-0.235394,18.182,16
50,1,1,70,Sad,2,,SM1,1,SM1.17,17,"00:38,38",-85,-0.85,59,0.59,0.168083333333333,0.171777270194737,27,589.17,627.27,0.520780383345608,1.85187992540551,0.0434775022702556,0.933338346309116,0.915394424595762,1.09907983645829,-1.14145396439714,-0.0651710984384346,0.230559943491063,0.733853273645402,2.17437,0.219342,2.40475,9.76891,0.0360093,-0.0286008,0,0,-0.550975,57.6366,0.231768,-0.308603,27.5105,0.0361478,0.472047,60,0.466302,0.301016,0.346639,0.124645,6.05436,38.1,17
51,1,1,70,Sad,2,,SM1,1,SM1.18,18,"00:17,17",-85,-0.85,59,0.59,-0.05,0.229128784747792,29,639.87,656.83,1.44966798754579,0.0596155433583041,1.60461221331734,0.900982843783097,0.693449046168961,0.595585710212833,0.954705771907642,-1.65011663942713,-0.401562589099935,0.527747295994621,3.25856,0.231491,2.43851,31.8772,0.0729706,0.110994,0,0,-0.550975,55.7497,0.17129,-0.493645,7.79221,0.0253859,0.464482,58.229,0.402019,-0.209245,0,0.151755,-0.25044,16.96,18
52,1,1,70,Sad,2,,SM1,1,SM1.19,19,"00:32,32",-85,-0.85,59,0.59,0.00500000000000001,0.314443953670603,30,656.83,688.61,1.74658628630044,1.62831935062758,0.378173521666366,0.826155917893562,-0.260465957833909,-0.347721552886433,0.931401093329854,0.202403338343109,0.135938691211329,0.411906710015715,11.3728,0.0782548,1.90323,14.7733,0.133513,0.483793,0,0.0207301,-0.543154,54.1436,0.212563,0.0672843,1.51134,0.158642,1.08755,59.6977,0.407434,-0.329194,0,0.154229,-0.367658,31.785,19
53,1,1,70,Sad,2,,SM1,1,SM1.20,20,"00:24,24",-85,-0.85,59,0.59,-0.0388888888888889,0.21688023662159,31,688.61,713.04,0.403084111815209,0.227796440092176,-0.182054005819736,2.36601528751497,1.10006036608452,1.00028990640927,-0.312636284771085,-1.22100783328077,-1.16291322086927,0.132083995832903,4.91803,0.0671884,1.76252,19.0328,0.0834695,0.18016,0,0,-0.550975,56.5082,0.231174,0.0239669,7.91803,0.229946,0.895678,59.9016,0.374642,0.138597,0,0.267872,0.159295,24.425,20
54,1,1,70,Sad,2,,SM1,1,SM1.21,21,"00:37,37",-85,-0.85,59,0.59,-0.010952380952381,0.399312901933801,33,713.85,750.95,-1.37828967462105,0.0350118783449197,-0.35161497248707,-0.754862122005575,-0.364225133707903,-0.358156028256629,-0.360026468786229,-0.449743076269769,1.00242404773593,0.0704026448571223,17.9612,0.101831,1.78517,5.88997,0.0831645,0.127474,0,0,-0.550975,57.4434,0.733448,1.04529,27.055,0.729092,2.87133,60,0.531805,0.244108,0,0.217185,-0.255205,37.102,21
55,1,1,70,Sad,2,SM2,SM2,2,SM2.1,1,"01:31,31",-100,-1,6,0.06,0.23484243697479,0.236373045076334,2,26.28,117.42,0.0426849697997659,-0.709200279755527,-0.280543309096189,0.382213712590243,-0.595172976782282,-0.542017622206192,-0.221279542201969,-0.282553236642728,1.56620900923601,-0.502782592259283,3.22651,0.0804501,2.66256,6.42669,0.063456,0.268679,0,0,-0.530979,54.7586,0.219114,-0.171835,24.2054,0.0254484,0.466251,57.0896,0.837612,0.134064,0.355575,0.0960019,4.11963,91.135,1
56,1,1,70,Sad,2,,SM2,2,SM2.2,2,"00:52,52",-100,-1,6,0.06,-0.104933333333333,0.346426440983285,3,117.42,169.16,0.306366779916259,0.0166195281923742,-0.174894360404304,0.265687571034719,-0.459674342214906,-0.706145781852705,0.667962123633507,0.605355594526676,-0.0178208437432373,0.147128227778216,0.25522,0.149897,2.84014,10.1624,0.177191,1.06342,0,0.428404,0.509343,48.3991,0.403738,0.722633,12.3202,0.636772,3.03192,57.5174,0.738461,0.0688702,0,0.233089,-0.299842,51.745,2
57,1,1,70,Sad,2,,SM2,2,SM2.3,3,"00:44,44",-100,-1,6,0.06,0.189166666666667,0.286312073050724,4,169.16,212.72,0.500906493208523,0.444296222820024,0.00517580905120212,0.190088437447672,-0.658998142809334,-0.756568849597511,-0.271192397609552,0.332479154374295,-0.122955568498497,0.0403141809664973,1.98438,0.112992,2.6634,5.59486,0.101913,0.362495,0,0.324106,-0.0215923,51.1805,0.464798,0.948726,27.4782,0.106268,0.750645,58.7598,0.263354,-1.56041,0.440974,0.866248,8.24674,43.555,3
58,1,1,70,Sad,2,,SM2,2,SM2.4,4,"01:41,41",-100,-1,6,0.06,0.0308845029239766,0.388941859296248,6,226.98,327.55,-0.801470839324948,0.187645004504924,-0.186790510210124,-0.00419901924795559,-0.393310019492384,-0.598118272137723,0.00215706684281145,0.578492110781104,0.165288801872173,-0.307207576970221,2.6253,0.267594,2.84257,7.13604,0.0422013,0.297663,0,0,-0.530979,53.7232,0.133967,-0.263108,18.1384,0.0859387,0.709929,58.4487,0.581869,0.601257,0.704057,0.0678101,3.96216,100.573,4
59,1,1,70,Sad,2,,SM2,2,SM2.5,5,"00:28,28",-100,-1,6,0.06,-0.04125,0.263577155054581,7,327.55,355.22,1.29038785350444,1.31324124710331,0.0711414725141746,0.926311256261696,1.37659761346394,1.44102373226634,0.538885437386939,-0.28573443866523,-0.772162493862225,-0.444110087672564,1.21563,0.0838366,2.43906,2.12735,0.0590248,0.433524,0,0,-0.530979,50.3618,0.262115,0.0470772,9.24747,0.085479,0.801038,58.6541,0.541458,0.374636,0,0.210002,-0.101942,27.667,5
60,1,1,70,Sad,2,,SM2,2,SM2.6,6,"01:09,09",-100,-1,6,0.06,-0.117777777777778,0.305365164348987,9,367.07,436.37,-0.595999636419214,-0.533436435268084,-0.0859021634436827,-0.599725595574134,0.990068714685279,1.25516731214306,1.38890556943042,-0.488624434322569,1.32089465147373,-0.669773566852252,2.28637,0.152826,2.58071,23.0889,0.182569,0.750198,0.398383,0.615983,3.61891,49.0012,0.205272,-0.0860487,13.8395,0.0991968,0.691022,58.2852,0.473414,0.551036,0.155889,0.0863134,4.28644,69.304,6
61,1,1,70,Sad,2,,SM2,2,SM2.7,7,"00:48,48",-100,-1,6,0.06,0.113194444444445,0.204551319438303,10,436.37,484.08,-0.152721782326537,0.383048138138305,-0.0468025740638968,-0.0374811710109945,0.260522829591253,0.0715295295614009,0.343438468077339,0.691601516025614,-0.45193964471183,0.566862299052433,0,0.222602,-0.520167,21.8708,0.0382349,0.206136,0,0,-0.530979,54.7148,0.201353,-0.0174669,8.75839,0.83874,2.70415,58.943,0.45316,0.598032,0,0.126584,-0.352397,47.704,7
62,1,1,70,Sad,2,SM3,SM3,3,SM3.1,1,"00:39,39",3,0.03,50,0.5,0.154555555555556,0.202001283457602,2,27.06,65.9,-1.02367079149919,-1.22785676068861,-0.464825192178649,-1.26521418929547,1.31254161501002,0.901193080025843,-0.614576025004449,-1.27579520144608,1.0282696675716,-0.92101224033897,9.03093,0.154629,2.92697,29.7216,0.0660303,0.492893,0,0,-0.531094,54.0619,0.350553,-0.103265,7.57732,0.238997,1.36531,57.7732,0.409279,-1.20125,0,0.0273973,-0.645715,38.835,1
63,1,1,70,Sad,2,,SM3,3,SM3.2,2,"00:58,58",3,0.03,50,0.5,0.193181818181818,0.240046817824096,3,65.9,123.79,-0.0723421821827104,0.0508791770358449,-0.229491342328786,-0.553393133723029,1.95414034547003,1.27707971042047,1.2433714555284,-0.803916901441641,0.404032239337242,-2.97605432406865,0,0.345766,-0.168271,5.88804,0.0219984,0.32861,0,0,-0.531094,46.586,0.355111,0.327755,24.1742,0.0686077,0.492046,57.2426,0.636536,0.348599,0,0.111101,-0.505948,57.893,2
64,1,1,70,Sad,2,,SM3,3,SM3.3,3,"00:53,53",3,0.03,50,0.5,0.0178846153846154,0.28804228554521,4,123.79,177.16,-0.136588059708837,-0.619218044644809,-0.219086562192523,-1.47193418992115,-0.40485164083543,-0.43190321741717,1.35623096853785,0.0447571047835733,0.270423526627433,-0.00331409167490909,0,0.115426,-0.55745,15.4498,0.10477,0.697087,0,0,-0.531094,55.03,0.150656,-0.517212,28.8081,0.12821,0.66093,59.8651,0.384672,0.548976,0,0.105826,-0.474655,53.375,3
65,1,1,70,Sad,2,,SM3,3,SM3.4,4,"01:19,19",3,0.03,50,0.5,-0.0268944444444444,0.318340489545315,5,177.16,256.59,-0.680731431494689,-0.220766482674806,-0.281705345786652,-1.25293608690494,0.172691091170662,0.350344849379758,0.0500277596946092,-0.100517787577345,-0.225461925134875,-0.817207039916313,0,0.269444,-0.41283,8.5995,0.191299,1.11758,0,0.0108948,-0.517388,54.665,0.282768,-0.079191,27.5516,0.0726553,0.452749,59.5164,0.49382,0.325864,0,0.232487,-0.0205688,79.429,4
66,1,1,70,Sad,2,,SM3,3,SM3.5,5,"01:25,25",3,0.03,50,0.5,0.110833333333333,0.234662567248882,6,256.59,342.08,0.0795766221500422,-0.0664967490859737,-0.164077244668199,-0.882353612865862,0.746309671920118,0.522789899688987,-0.288610842938314,-0.930458048558937,2.62938391332357,-1.45056920481397,2.93402,0.0571548,2.62502,4.84324,0.201075,1.50734,0,0,-0.531094,57.0519,0.127765,-0.462391,17.913,0.0803534,0.482222,59.5788,0.535134,0.1524,0,0.19123,-0.255689,85.488,5
67,1,1,70,Sad,2,,SM3,3,SM3.6,6,"00:22,22",3,0.03,50,0.5,-0.0971428571428571,0.263499796692792,7,342.08,363.7,0.605053157861885,0.0855362876834599,-0.154740788586071,0.195802774409306,0.962022574821673,1.24666628367969,1.01717192067285,-0.411568651999748,-0.277591226159358,0.0749159144407155,1.83333,0.148445,3.03224,4.66667,0.0802226,0.567927,0,0.0748214,-0.070518,51.6111,0.310192,0.571321,21.9444,0.067285,0.376537,59.6111,0.431728,0.078463,0,0.142931,-0.39785,21.624,6
68,1,1,70,Sad,2,,SM3,3,SM3.7,7,"00:24,24",3,0.03,50,0.5,0.0988888888888889,0.293184937210982,8,363.7,388.09,1.04219373707048,0.953904602682299,0.172345764740235,-0.937103138619911,1.96071906963556,1.31286382301356,0.511316242883833,-0.123493135517636,1.51364164685838,-2.32614350403115,0,0.367306,-0.201937,9.80296,0.0787214,0.642271,0,0.00785905,-0.522193,51.8227,0.343025,0.668118,13.0049,0.0428952,0.281152,59.9015,0.559439,0.159303,0,0.18191,-0.275551,24.382,7
69,1,1,70,Sad,1,,SM3,3,SM3.8,8,"01:18,18",3,0.03,50,0.5,0.0810763888888889,0.360402224236619,9,388.09,466.16,0.537611137182829,0.533000345462515,0.178003330470529,-0.841272163357881,0.823176870064813,1.04175160118909,0.174419484783787,0.155392241788359,0.354093245078493,-0.940569741867876,1.67606,0.0490189,2.63772,6.96566,0.0644981,0.604271,0,0,-0.531094,55.7253,0.240434,0.372901,18.6366,0.167113,0.787593,58.6622,0.62789,0.285293,0,0.17431,-0.337059,78.073,8
70,2,1,68,Happy,1,HM1,HM1,1,HM1.1,1,"01:50,50",81,0.81,74,0.74,0.248888888888889,0.363176677916845,2,59.27,169.65,-1.17160599764777,1.31335996921115,-1.27732396273115,-2.17533694102298,-1.13313431299063,-0.457346765443596,-1.00840999416075,0.0790925839465002,0.321421001575855,0.205218537945166,5.4585,0.0534522,2.3286,0,0.0622973,0.598332,0,0,-0.494385,0,0.0791623,3.36682,0.086988,0.105289,9.78616,0.532802,0.140577,3.25368,1.13084,0.329845,3.48558,110.38,1
71,2,1,68,Happy,1,,HM1,1,HM1.2,2,"00:46,46",81,0.81,74,0.74,0.207285714285714,0.228620629625258,4,177.99,223.88,-0.610620752159905,0.259302866146184,0.0595775518284595,0.517891401308001,-0.762490585304681,-0.797016384058833,-0.0665625376657,1.55059343825294,-0.660977730152337,-0.821210208338436,1.38683,0.0943712,2.46694,0,0.0891284,0.135567,0,0,-0.494385,0,0.190655,2.36773,0,0.0620054,2.89248,0,0.340797,1.39398,0.183166,0.423613,4.02995,45.89,2
72,2,1,68,Happy,1,,HM1,1,HM1.3,3,"01:02,02",81,0.81,74,0.74,0.178214285714286,0.294938956557519,6,231.55,293.94,0.967428371137366,0.380955557182935,1.19641255097953,0.786866150571463,-0.609196066352086,-0.794918134234537,0.979751895151235,0.397873420015059,0.229458354061988,-1.30681193431676,4.88775,0.180178,2.86512,1.05837,0.0365756,2.84661,0,0,-0.494385,0.615779,0.152675,7.7356,0.404105,0.163534,9.74751,1.15459,0.207246,3.64505,0.500321,0.203397,3.54205,62.386,3
73,2,1,68,Happy,1,,HM1,1,HM1.4,4,"00:43,43",81,0.81,74,0.74,0.279047619047619,0.229641345128203,8,309.89,352.84,-0.543747825380957,-0.466591467779785,-0.837559374808472,0.358766843760539,1.39979193131725,1.39957347244214,1.78825928682494,-0.821370144981711,0.167202741559623,-0.53746645472757,5.19795,0.356771,3.51741,0,0.228427,0.423598,0,0,-0.494385,0,0.214652,0.697066,0,0.132471,0.28248,0,0.321935,0.293989,0,0.216665,-0.123556,42.95,4
74,2,1,68,Happy,1,,HM1,1,HM1.5,5,"00:31,31",81,0.81,74,0.74,0.207142857142857,0.131319830791787,10,354.96,385.94,-0.668841906821384,-1.28644931341685,-1.37495154313035,0.0408341695471058,-1.33126711478976,-1.30661338182687,1.10486861198223,-0.171568140240962,-0.977938877622884,-0.0537690492432754,5.07752,0.284816,3.67806,0,0.248647,0.19639,0,0,-0.494385,0,0.253254,0.934442,0,0.209709,1.27953,0,0.460521,0.918516,0,0.227455,-0.0209715,30.98,5
75,2,1,68,Happy,1,,HM1,1,HM1.6,6,"00:21,21",81,0.81,74,0.74,-0.01875,0.397747564417433,12,394.21,414.88,-0.861398103822954,-0.380593141056268,0.118126993844824,-0.12918499549153,-0.894676172397707,-1.54778868516051,0.166736890505043,-0.0667270305489646,-1.0110040992009,2.39899574707079,1.74419,0.325908,3.04231,0,0.0689172,1.9212,0,0,-0.494385,0,0.0625966,0.964762,0,0,-0.359012,0,0.0423428,-0.66876,0,0,-0.596945,20.67,6
76,2,1,68,Happy,1,,HM1,1,HM1.7,7,"00:43,43",81,0.81,74,0.74,0.176388888888889,0.0711035152193139,14,428.86,472.23,0.0702954204402196,0.49297443898225,1.27268268638395,0.390139696867908,-0.749970805029351,-0.801428880012864,-1.17872466809427,-0.785181335544879,-0.917233197381989,1.17642198990182,0,0.197966,-0.53043,0,0.230578,-0.147554,0,0.190997,0.119492,0,0.091642,-0.293841,0,0.0839213,-0.231275,0.249077,0.0627384,2.79439,0,0.0280377,-0.539117,43.37,7
77,2,1,68,Happy,1,HM2,HM2,2,HM2.1,1,"01:14,14",90,0.9,84,0.84,0.236041666666667,0.285324589770629,2,23.96,97.97,-0.338338009946798,-0.650289883594424,-0.295288086318562,-0.184923796473354,0.0300406218918318,0.235384242724283,-1.8432930130924,-0.756975351719113,-0.724783274916172,0.174749410040644,10.3297,0.189794,2.65235,0,0.0510793,0.361653,0,0,-0.515152,0.567568,0.107656,5.77126,0,0.0581885,4.0022,1.92973,0.226065,3.38246,7.83243,0.425913,3.50087,74.01,1
78,2,1,68,Happy,1,,HM2,2,HM2.2,2,"01:18,18",90,0.9,84,0.84,0.461805555555556,0.365884171360079,4,101.08,178.78,0.211003004608772,0.214307058382885,0.924153127899578,0.449494965066721,-0.201720892042194,-0.505513941557186,-0.00150671800868859,0.854491044968016,0.164877843167418,-0.0690036131955361,4.26255,0.156281,2.94651,0,0.167747,0.59334,0,0,-0.515152,0.23166,0.0423609,5.28099,0,0.0482183,3.75315,0.772201,0.13963,3.22753,2.64093,0.248811,2.86293,77.703,2
79,2,1,68,Happy,1,,HM2,2,HM2.3,3,"00:42,42",90,0.9,84,0.84,0.417142857142857,0,5,178.78,220.89,0.946791258792645,0.489216468983635,-0.54678866016509,1.03265030380599,-0.791169616865613,-0.636006566659277,0.228076975144191,-0.363155954906539,-1.31091599179529,0.00336056557770438,1.68251,0.279593,3.153,0.39924,0.0362284,2.66678,0,0,-0.515152,0,0.184928,0.409386,0,0,-0.433635,0,0.0597016,-0.645935,0,0,-0.587061,42.107,3
80,2,1,68,Happy,1,,HM2,2,HM2.4,4,"01:26,26",90,0.9,84,0.84,0.416111111111111,0.318031561443317,7,241.92,327.48,1.18652907327354,0.710487453911558,1.14217751614879,0.140151400493633,1.04763671636348,1.48810110105834,0.377376426435704,1.04235354101509,0.621591216213814,-0.741228747589065,4.15244,0.109797,2.31964,0.519055,0.0705337,2.79998,0,0,-0.515152,0,0.119,0.391693,0,0,-0.433635,0,0.145898,-0.205006,0.126257,0.181873,2.73008,85.56,4
81,2,1,68,Happy,1,,HM2,2,HM2.5,5,"00:44,44",90,0.9,84,0.84,0.695583333333333,0.284249987784618,9,329.3,373.36,1.55410534852245,0.695184600748318,1.24833226258239,1.90598193086831,1.26309340017149,1.14849319567323,1.6329293803405,1.05033636662616,1.69259440888936,-2.37704005196312,0,0.32681,-0.227201,1.00817,0.0462798,2.77784,0,0,-0.515152,0,0.0170027,-0.401683,0,0,-0.433635,0,0,-0.845207,0,0,-0.587061,44.06,5
82,2,1,68,Happy,1,HM3,HM3,3,HM3.1,1,"01:33,33",68,0.68,72,0.72,0.055530303030303,0.190519413508921,2,51.94,145.1,0.676400122669739,0.018507551320335,1.79544878846139,0.319663791976859,-0.414557156722816,-0.753230847284213,0.96848286272001,-0.182211907722382,-0.0149142991630635,-0.268957265068965,4.36856,0.0231661,1.91828,1.22423,0.106156,3.00451,0,0,-0.502795,0,0.00467099,-0.374568,0,0,-0.346994,0,0.0559383,-0.660034,0.244845,0.262786,4.46127,93.155,1
83,2,1,68,Happy,1,,HM3,3,HM3.2,2,"02:16,16",68,0.68,72,0.72,0.0642063492063492,0.212788078065856,4,151.17,287.37,-0.510257094603648,-0.919409025430705,-0.423839349634584,0.248871446204325,-0.567414939154179,-0.625361034462489,1.23272644481001,0.709203618846621,-0.0691619283145016,0.0623945008927166,10.1248,0.167571,2.27626,0,0.314144,-0.175774,0,0,-0.502795,0.114554,0.0984365,7.71141,0,0.00438529,-0.332624,1.03099,0.339556,4.1052,1.50683,0.285824,3.64176,136.2,2
84,2,1,68,Happy,1,,HM3,3,HM3.3,3,"00:46,46",68,0.68,72,0.72,-0.137525252525253,0.502723079177108,6,296.92,343.18,2.57337093178111,-1.06442245596549,1.73784806425547,1.4317726670408,1.10921656585725,0.279293205959156,0.748158050267379,-1.45360993337811,-1.02702006590276,0.791749250107225,0,0.209195,-0.434736,5.70934,0.0433425,2.41659,0,0.0980434,3.61476,0,0.078876,2.57447,0,0.0190863,-0.175761,0,0.160979,1.41037,0,0.0660627,-0.201778,46.26,3
85,2,1,68,Happy,1,,HM3,3,HM3.4,4,"01:22,22",68,0.68,72,0.72,-0.00268849206349206,0.561513578709243,8,345.44,427.66,1.2884897425289,0.496518482794985,1.56219973820638,0.556497188849345,1.31899567488925,1.26624203875424,1.08172141023161,1.09663675517034,0.726728287950173,-0.569839903126125,6.27737,0.238953,2.74849,0,0.180731,-0.757731,0,0,-0.502795,0.583942,0.331277,10.8543,0,0.014498,-0.32987,2.36496,0.284075,4.12873,1.79562,0.104387,2.97171,82.22,4
86,2,1,68,Happy,1,,HM3,3,HM3.5,5,"00:39,39",68,0.68,72,0.72,0.603958333333333,0.178754734785777,10,444.84,484.01,-1.46313040508988,-1.8154887710966,-1.2659280547461,0.461700541924055,0.918362706078667,1.19511754103366,1.92056381893639,-0.20669257292965,-1.00170450563209,0.376607382408105,17.191,0.211533,2.53843,0,0.158574,1.13003,0,0,-0.502795,0,0.179397,0.947736,0,0.114022,0.663248,1.68539,0.0864438,3.03297,0,0.107305,-0.366045,39.173,5
87,2,1,68,Happy,1,,HM3,3,HM3.6,6,"01:05,05",68,0.68,72,0.72,0.229805555555556,0.272186817425545,12,492.59,558.07,-0.563268580033099,-1.69013515704413,-0.801700100425379,1.09693300858795,1.93770574663524,2.04456929710732,0.537153032203814,-1.62444240145492,-0.886234552152596,-1.19064838418077,2.18148,0.306139,2.79768,0,0.204467,-0.319006,0,0,-0.502795,0,0.0629153,-0.248855,0,0.0729347,-0.171631,0.843263,0.231639,3.71829,0.109991,0.367247,4.31595,65.479,6
88,2,1,68,Happy,1,,HM3,3,HM3.7,7,"01:17,17",68,0.68,72,0.72,0.187239583333333,0.0651864063906348,14,561.48,638.79,0.383480268111911,-0.846367494698616,-0.502650693459852,1.08201508131787,1.20224144487977,1.06373007409474,0.163873947130624,0.212139677464264,-0.279694393830799,-1.028781142188,0.931436,0.288,3.05697,0.558862,0.0886507,2.55746,0,0,-0.502795,0,0.0996309,0.442572,0,0.0228208,-0.281614,0,0,-0.777922,0,0,-0.621398,77.31,7
89,2,1,68,Sad,2,SM1,SM1,1,SM1.1,1,"05:16,16",-61,-0.61,-35,-0.35,0.218485048901716,0.160164003578563,2,28.96,345.12,0.48367337102069,1.60651728346741,0.188716116646189,-0.922954343780123,-0.546597164975431,-0.426027301154491,-0.834927808408719,1.02692007816703,0.826440596771389,-0.453676352990133,3.18087,0.236085,3.08089,0.303663,0.0432049,3.58429,0.106282,0.0342,5.97142,0.0948947,0.108469,6.31016,0,0.0299393,-0.14164,0.227747,0.19317,4.21741,1.00968,0.173081,1.96012,316.16,1
90,2,1,68,Sad,2,,SM1,1,SM1.2,2,"01:28,28",-61,-0.61,-35,-0.35,0.133105158730159,0.178440207408511,4,360.91,448.54,0.978979572261947,0.581932077943765,1.21517231625522,0.0960757062865931,1.20748228313456,0.707027603964643,-0.294379733842876,-0.402537894587797,-0.162932830133417,0.245209268319852,2.0274,0.26046,3.76725,0.205479,0.0948081,4.1254,0,0.0700476,4.50539,0,0.0825025,1.65685,0,0,-0.296197,0.780822,0.109747,3.45969,0.958904,0.156231,2.06161,87.633,2
91,2,1,68,Sad,2,,SM1,1,SM1.3,3,"00:43,43",-61,-0.61,-35,-0.35,-0.08625,0.635143657197156,6,457.18,500.25,0.948558825139225,1.01330710089671,1.21946413492154,0.0450835185270661,1.31142557518789,1.08267603574352,0.172158208809794,-0.6377651559272,-0.826045515998857,-0.107090023076189,0.278681,0.144006,2.89395,0.167209,0.0712039,3.79995,0,0,-0.463729,0,0.107083,1.70881,0,0,-0.296197,0,0.0225832,-0.307727,2.59173,0.294746,2.33033,43.074,3
