,,(1=male;  2=female),,,(1=happy;2=sad),,,(1=HM1/SM1; 2=HM2/SM2 ; 3=HM3/SM3),,,"[min:sec,ms]",(-100=negative;100=positive),,,,LEXICAL FEATURES,,,,,ACOUSTIC FEATURES,,,,,,,,,,FACIAL FEATURES,,,,,,,,,,,,,,,,,,,,,,
#segments,Participant,gender ,Age ,Cue_word,Cue_word_coded,Emotion_Memory_Aggregated,Emotional_memory,Emo_Mem_coded,Emotional_Memory_Topic,Emotional_Memory_Topic_Coded,Emotional_memory_duration ,Question: How did you feel at that moment when the emotional event happened?,Past Valence,Question: How did you feel now when talking about this emotional memory?,Present Valence,sentiment_M,sentiment_SD,interval_number,starttime,endtime,z_mean_pitch,z_sd_pitch,z_range_pitch,z_mean_intens,z_sd_intens,z_range_intens,z_hammarberg,z_ar,z_mean_dur_silent,z_sil_rate,AU01_int_dur_pmin,AU01_int_std,AU01_int_zscore,AU04_int_dur_pmin,AU04_int_std,AU04_int_zscore,AU09_int_dur_pmin,AU09_int_std,AU09_int_zscore,AU10_int_dur_pmin,AU10_int_std,AU10_int_zscore,AU12_int_dur_pmin,AU12_int_std,AU12_int_zscore,AU14_int_dur_pmin,AU14_int_std,AU14_int_zscore,AU15_int_dur_pmin,AU15_int_std,AU15_int_zscore,duration,topic_index
289,7,1,72,Sad,2,,SM2,2,SM2.5,5,"01:03,03",-100,-1,-1,-0.01,0.00376984126984127,0.372141663871996,6,276.01,338.59,-0.874699297683467,-0.799173538055455,-0.00988538376947017,-1.24880242613811,-1.02912144342963,-0.804346594554792,-0.568849072072858,0.779891680985056,-0.430663362173547,1.69596534235797,1.84143,0.19865,2.95696,9.39898,0.253221,1.21235,0,0,-0.466126,0.517903,0.286315,2.82122,0,0.394143,1.15607,0.613811,0.213931,2.09173,0.268542,0.205234,2.78091,62.576,5
290,7,1,72,Sad,2,,SM2,2,SM2.6,6,"00:41,41",-100,-1,-1,-0.01,-0.283333333333333,0.44990739787946,7,338.59,379.52,0.496103120858109,-0.503276539118709,-0.0846457179735014,-0.338396073909676,-0.517379654136605,-0.0831170723517336,0.252846375851416,0.502599326886507,2.47364880023454,0.302784680950247,3.40176,0.0788106,2.55011,17.2727,0.144152,0.927897,0.762463,0.331384,8.12711,0.703812,0.161191,2.67065,0.410557,0.0273058,2.45099,1.02639,0.178394,1.96759,0,0,-0.57161,40.935,6
291,7,1,72,Sad,2,,SM2,2,SM2.7,7,"00:46,46",-100,-1,-1,-0.01,0.240151515151515,0.286618653484473,8,379.52,425.09,0.00308602884091973,0.582068416129566,-0.11747471718927,-1.02183808004476,-0.751405685244925,-0.505095012386225,-1.60529490925794,0.747608870152504,-0.503624993543067,0.182576615032324,4.05797,0.113608,3.15316,17.2859,0.13939,0.975437,0,0.245037,0.161396,0.184453,0.114143,2.19524,0,0.0351188,-0.413396,0,0.0276887,0.00781547,0.55336,0.202945,2.38994,45.567,7
292,7,1,72,Sad,2,,SM2,2,SM2.8,8,"00:34,34",-100,-1,-1,-0.01,0.133333333333333,0.355902608401044,10,436.58,470.15,1.87190034903275,1.13425128424947,0.189755508692981,1.61443192403994,-0.199990216211227,-0.343809110332119,-0.666744845533693,-0.36258000342588,0.628378377437533,1.293730660248,0,0.251381,-0.389363,23.7783,0.204042,1.12886,3.1466,0.115321,5.66025,11.6567,0.12059,2.31942,9.18951,0.0791056,2.58031,2.39571,0.337451,3.20379,2.39571,0.401186,3.09802,33.572,8
293,7,1,72,Sad,2,SM3,SM3,3,SM3.1,1,"00:18,18",-92,-0.92,2,0.02,-0.3,0,2,26.57,44.68,0.86209534828525,-0.383029794993502,1.20178101639655,0.146385750022501,0.0525339723221914,0.493800127057087,-1.92038737421688,-0.50088636141376,0.963172217701681,0.889954849087793,0,0.1964,-0.464428,8.0884,0.0578792,0.453173,0,0,-0.436658,2.25414,0.0817499,1.79331,0.861878,0.0669768,2.21328,1.79006,0.550754,2.50281,0,0.0485194,-0.600026,18.117,1
294,7,1,72,Sad,2,,SM3,3,SM3.2,2,"00:13,13",-92,-0.92,2,0.02,0.174074074074074,0.167159764391063,3,44.68,57.48,-0.210641455626261,-1.40257192323704,-1.10312043483509,-0.0649661679586645,0.631209883877086,0.381553109429864,-0.364757571131753,-0.424087253538426,-0.560481381867809,-1.80547985976409,0,0.268785,-0.310332,5.92476,0.0802949,0.453944,0,0.0422976,-0.301535,2.16301,0.0646845,1.79832,0.752351,0.0483292,2.10031,3.29154,0.124806,1.64542,5.54859,0.778526,4.75315,12.796,2
295,7,1,72,Sad,2,,SM3,3,SM3.3,3,"00:37,37",-92,-0.92,2,0.02,-0.01,0.381051177665153,4,57.48,94.67,1.19264821212537,-0.439080473433554,0.595752733474242,0.5362185213541,1.77201072402758,1.48402398144373,1.14876088629687,-0.417290872310521,0.629598471607592,-0.484732263717171,0,0.349355,-0.284232,28.7251,0.237372,1.08917,0,0.0844591,2.22776,0.968263,0.043431,1.74554,0.613233,0.087703,2.26431,1.29102,0.0937889,1.41127,0.41958,0.099549,2.63928,37.186,3
296,7,1,72,Sad,2,,SM3,3,SM3.4,4,"00:33,33",-92,-0.92,2,0.02,0.25,0.173205080756888,6,122.2,155.07,0.556936264512423,-0.369907910883582,1.05732791162582,-0.666575685247269,1.63132736887354,0.9102063052041,0.0495411863437304,-1.72661371586654,2.10859662455293,-1.87020727987374,1.49817,0.0942546,2.61602,10.4872,0.047745,0.437274,1.09622,0.287835,6.84315,0,0.613171,0.812162,0,0.271434,0.642053,2.19245,0.101255,1.62936,2.88672,0.0566522,2.56717,32.866,4
297,7,1,72,Sad,2,,SM3,3,SM3.5,5,"00:45,45",-92,-0.92,2,0.02,0.195039682539683,0.286785093816386,7,155.07,200.5,-0.558291398938683,-1.30741594731068,-0.490280318182887,-2.00016380491085,-0.0568728929749381,-0.352664890815529,0.860403010074211,-0.0261591326445517,3.36212137487139,-1.5003363078186,0,0.317365,-0.0795003,33.2893,0.153504,0.740899,0,0.134575,1.04585,0,0.128208,0.351905,0,0,-0.632283,0,0.123169,-0.420781,17.041,0.180714,2.81917,45.436,5
298,7,1,72,Sad,2,,SM3,3,SM3.6,6,"01:16,16",-92,-0.92,2,0.02,0.0948484848484849,0.278966798647213,9,206.64,282.91,-1.61240609746751,-0.0170899044586771,-0.718678716250315,-2.1772639673398,0.121658665858085,-0.669000749500008,-0.62463349987718,-2.62441567607287,1.10201893425438,-0.980975817891161,0.220299,0.035051,2.58789,15.6727,0.307021,0.89534,0,0,-0.436658,1.57356,0.433423,3.59065,1.43194,0.383308,4.27624,3.79229,0.11937,1.44901,0.110149,0.230641,2.927,76.269,6
299,8,1,77,Happy,2,HM1,HM1,1,HM1.1,1,"01:16,16",70,0.7,73,0.73,0.303194444444444,0.428386636809212,2,21.06,97.24,0.300132692451741,-0.222180242676066,-0.373810219809635,0.56048071045787,0.425818466106435,0.405972963674883,-0.109751391698441,-1.41843085986135,-0.545750600745272,0.347667701140973,4.3476,0.244521,3.13121,40.8139,0.392039,0.360407,0,0.128106,-0.296332,8.94723,0.0839962,0.863478,3.76477,0.0902035,2.04003,0.929378,0.484768,6.16569,0.567078,0.244599,4.57296,76.18,1
300,8,1,77,Happy,2,,HM1,1,HM1.2,2,"00:29,29",70,0.7,73,0.73,0.289166666666667,0.319608049891669,4,99,127.52,0.662085866854565,0.669737206628952,0.0340256864286233,-0.189040708719055,-0.316246795653992,-0.158729950995489,0.260472615004512,0.845586918369861,0.185373289898412,0.146512437612946,3.36842,0.123895,3.10598,27.3684,0.274629,1.00559,0,0.183574,0.0163381,5.09474,0.106393,1.13317,1.30526,0.109914,2.61537,0,0.621335,1.23703,0,0.825948,0.860349,28.52,2
301,8,1,77,Happy,2,,HM1,1,HM1.3,3,"00:38,38",70,0.7,73,0.73,0.390454545454545,0.294622254297385,6,136.14,174.57,1.22199007452208,1.39540541374607,1.9736242586731,0.893236177453384,0.537423446570098,0.197908070575854,-0.281360075543052,-1.33335559842473,-0.408478360052988,0.0938289162127486,1.96773,0.174703,3.23895,34.2634,0.123634,0.866201,0.218636,0.241523,6.02449,12.0875,0.0930694,0.794915,3.68558,0.197526,3.00399,0.24987,0.170833,5.90075,2.09266,0.80096,6.46734,38.43,3
302,8,1,77,Happy,2,,HM1,1,HM1.4,4,"00:42,42",70,0.7,73,0.73,0.293958333333333,0.190321235333968,8,182.85,225.08,0.193441518517904,-0.807758183567223,-0.31170395908271,-0.207595591755227,-0.444427897325891,-0.536414095954917,-0.344366427272547,1.14335033339803,-0.450256868089771,0.0219877506670246,2.92891,0.229066,3.31167,42.1137,0.304935,0.451162,0,0.100304,-0.264098,10.3791,0.0872599,1.21191,5.6019,0.0696419,2.34833,0.824645,0.784358,10.1445,1.05213,0.308915,4.85198,42.23,4
303,8,1,77,Happy,2,,HM1,1,HM1.5,5,"01:04,04",70,0.7,73,0.73,0.3545,0.297521339622663,10,226.32,290.07,-0.751768586318285,-0.47214030149768,-0.543906859701181,0.574105882871883,-0.569543551925032,-0.694468398824835,-0.359254351114633,1.47539780900513,-1.10544997825391,0.3668253452865,1.99561,0.250507,3.85565,48.8171,0.245493,1.12948,0,0.331005,1.24253,9.18732,0.224939,1.17853,2.82397,0.186294,3.17413,0,0.384031,0.678115,0.922498,0.98439,9.42546,63.745,5
304,8,1,77,Happy,2,,HM1,1,HM1.6,6,"00:17,17",70,0.7,73,0.73,0.145,0.158508674841474,12,304.25,320.89,0.0175993505389395,0.140774240323694,-0.5487626299827,0.784919480172129,-2.04004986623364,-2.0103720542283,0.180521996360817,-0.800047989419059,-1.41547303392368,2.78228497796828,0,0.261316,-0.351546,51.6968,0.151715,0.100109,0,0,-0.488091,28.0866,0.100006,0.663081,9.9639,0.144115,2.48727,0,0.125295,-0.375434,0,0,-0.494607,16.643,6
305,8,1,77,Happy,2,HM2,HM2,2,HM2.1,1,"04:51,51",97,0.97,75,0.75,0.264018018018018,0.419995770043297,2,31.26,322.14,-0.563422377354964,-0.173363762324518,-0.503095103555094,-0.906382072445798,0.141526633877533,0.108861436306799,0.245776616515821,-0.647039496835288,0.741425337340344,-0.776247422063242,1.52238,0.33191,3.78969,38.4556,0.235191,1.07853,0.0618854,0.21757,8.05661,17.1051,0.216574,1.17922,1.39036,0.0667083,2.02833,0.0577597,0.072191,3.57478,0.812762,0.956708,6.60163,290.88,1
306,8,1,77,Happy,2,HM3,HM3,3,HM3.1,1,"03:11,11",92,0.92,89,0.89,0.541947925368978,0.309971735216277,2,17.78,208.69,-0.74273425304163,-1.0456802982687,-0.531835065494603,0.185548830361695,0.0982697696286463,0.312932428102809,-1.23457105214342,-0.641325486738798,0.706609913976359,-1.12906736841002,0.634887,0.267889,5.09994,12.8675,0.137611,0.626874,0.465165,0.104902,6.97172,22.8622,0.124491,0.859214,1.15663,0.0223607,2.00457,0.0502881,0.11361,4.37404,1.11262,0.846366,5.83889,190.91,1
307,8,1,77,Happy,2,,HM3,3,HM3.2,2,"00:56,56",92,0.92,89,0.89,0.348611111111111,0.257989616022251,4,209.75,265.45,0.652939305835342,0.340813468267957,-0.354143151636619,0.393007485710747,0.183534612281962,0.266429525105047,0.100900392608661,-0.492126334219356,-1.48261706469708,-0.0195204783149491,0,0.207293,-0.453567,19.7629,0.111923,0.577592,0,0.0733753,-0.236828,19.6767,0.177864,1.15163,0.711207,0.0462241,2.20351,0,0,-0.669212,0.366379,0.903974,4.16495,55.7,2
308,8,1,77,Happy,2,,HM3,3,HM3.3,3,"01:44,44",92,0.92,89,0.89,0.319022222222222,0.445681544551083,6,268.04,372.12,-1.07674271954523,-0.900125852189943,-0.59041164694249,0.838598551391159,0.392325618459659,1.07354488408041,0.31720026588716,-0.48196809404782,-0.400520548998363,0.476981799123276,0,0.347974,-0.184935,34.9068,0.0916311,0.417235,0,0.0809089,-0.17577,16.5251,0.11548,0.664709,0.761099,0.0291548,2.08091,0.149914,0.259019,5.33066,1.13012,0.976863,5.2277,104.08,3
309,8,1,77,Sad,2,SM1,SM1,1,SM1.1,1,"02:18,18",-65,-0.65,1,0.01,0.0695743145743146,0.364219661115193,2,22.69,160.53,-0.33344902821111,-0.711349952831134,-0.448672294569466,-1.87438552766855,-2.17595135312581,-2.16019544745635,-0.151728208277142,-1.46033360056893,1.47453868074769,-0.95345563040936,0.400522,0.245634,7.71194,21.8981,0.18584,0.296906,0,0.0575036,-0.280808,14.3927,0.116432,0.827818,1.64562,0.063456,1.55082,0.121898,0.155265,4.3585,0.0870701,0.832346,5.50731,137.843,1
310,8,1,77,Sad,1,,SM1,1,SM1.2,2,"00:51,51",-65,-0.65,1,0.01,0.272037037037037,0.544176994022207,4,163.59,214.25,1.7901336689564,1.82555256049121,2.18947745886201,0.807171646174914,1.26393440281321,1.4268141367266,0.300639849679755,0.86082427862717,-0.175546598974899,1.41091695121769,1.04265,0.186771,4.77198,28.0332,0.222207,1.75656,0,0.11915,-0.291119,2.891,0.0956432,1.03944,3.62559,0.0719241,1.65823,0,0.170422,0.632035,0.35545,0.199069,3.9667,50.663,2
311,8,1,77,Sad,1,,SM1,1,SM1.3,3,"01:35,35",-65,-0.65,1,0.01,-0.127988095238095,0.468208771291973,6,219.83,314.86,-1.40004278894555,-0.963947891581684,-0.615055194778143,-0.354254482764359,-0.717252686801152,-0.804179131139946,0.315253594445561,-0.975912522388784,0.260143556265828,-0.356375721207121,0,0.277757,-0.135056,31.1874,0.23942,0.755568,1.12421,0.530737,10.7387,19.9958,0.0708284,0.790366,3.20842,0.0636396,1.64532,0.0884211,0.145357,3.8186,0.341053,0.104754,3.40965,95.027,3
312,8,1,77,Sad,1,,SM1,1,SM1.4,4,"01:34,34",-65,-0.65,1,0.01,0.0350055555555556,0.338135806080796,8,327.96,421.67,-0.511573160288941,0.694896509840047,-0.313183291072566,-0.0768213238619277,-0.154118706028244,0.454559641265527,-0.240370303638962,0.996055850910751,-0.27634553900015,0.900046440670317,0,0.217401,-0.346063,28.5336,0.423461,1.06699,0.128068,0.0413656,5.38141,14.4333,0.192876,1.09036,4.91782,0.228968,2.22001,0.076841,0.06121,3.35803,0,0.17705,0.24074,93.713,4
313,8,1,77,Sad,1,SM2,SM2,2,SM2.1,1,"00:20,20",-59,-0.59,1,0.01,0.5,0,2,20.4,40.57,0.778428626649179,-1.04118438783426,-0.447686929337797,2.59747822045447,0.164233649231279,-0.33439214917524,1.07017826307913,-0.11246210780818,-0.374657663070832,1.43965341743598,0,0.411173,0.239117,12.7976,0.0665582,0.499295,0,0,-0.380625,5.47619,0.0875735,1.09738,4.16667,0.0303315,1.68961,0,0,-0.642871,0,0,-0.567593,20.17,1
314,8,1,77,Sad,1,,SM2,2,SM2.2,2,"00:58,58",-59,-0.59,1,0.01,0.272333333333333,0.307650634158964,4,42.18,99.81,1.97558066123674,1.92658754888043,2.23197743415392,0.404784016641454,1.38905005741235,1.3697881720348,0.179205936794665,-0.0781780472292393,0.66599192005171,-0.736335663426729,0,0.259113,-0.281786,18.0562,0.256717,1.04522,0,0.156132,-0.113459,3.85283,0.0967528,1.11108,2.97813,0.040584,1.60713,0,0.180244,0.369664,0,0.00766965,-0.561473,57.63,2
315,8,1,77,Sad,1,,SM2,2,SM2.3,3,"00:13,13",-59,-0.59,1,0.01,0.322916666666667,0.279896434219675,6,103.5,116.73,1.44683835675537,1.63043842185871,1.78838929263767,-0.00150630046788227,2.23318335318787,1.74188085517,0.585155477137101,-0.450858483522489,-1.59734217406792,-0.0642216479878444,0,0.074153,-0.575665,22.6364,0.136051,0.999354,0,0,-0.380625,6.27273,0.114418,1.40505,4.18182,0.063471,1.64462,0,0,-0.642871,0,0.0416619,-0.526284,13.228,3
316,8,1,77,Sad,1,,SM2,2,SM2.4,4,"01:53,53",-59,-0.59,1,0.01,0.240541666666667,0.414618322600042,8,136.85,250.14,-0.338892073725616,0.108606760079177,-0.423593850523832,-0.349256303939117,0.738380532450752,0.789700054953662,0.766195921205796,-0.165792868708746,-0.237053846917939,-0.945473278682058,1.05951,0.199326,4.17784,18.1706,0.172792,1.22352,0.381423,0.205508,7.87574,5.75313,0.205605,1.42146,2.92425,0.0914196,2.07118,0.529755,0.0916344,3.89958,0.974748,0.458341,4.09394,113.289,4
317,8,1,77,Sad,1,,SM2,2,SM2.5,5,"01:38,38",-59,-0.59,1,0.01,0.00100732600732603,0.477042354623908,10,264.65,362.93,-0.0387015669822483,0.42938133365971,-0.56241734366222,-0.705017087171354,0.504271204153629,0.438167281134873,0.094457184316045,1.16874593382687,1.05526151080712,-0.993367389045874,0.073275,0.0796032,3.698,18.221,0.396837,1.83828,0,0,-0.380625,6.03297,0.100731,1.1328,1.63647,0.0550162,1.67555,0,0.0639196,0.0834131,2.51577,0.22008,3.25735,98.28,5
318,8,1,77,Sad,1,SM3,SM3,3,SM3.1,1,"04:56,56",-85,-0.85,1,0.01,0.128554526748971,0.351279374380613,2,18.98,314.75,-0.923766954114324,-0.766174937465256,-0.492946098497369,-1.00518168949817,-0.595997224812147,-0.460981455692676,-3.64704532643699,1.43730440836187,2.57735866273449,-1.49146613682956,0.0649175,0.410234,9.57013,14.9635,0.320123,1.6474,0.438193,0.334671,6.58541,4.75521,0.0959911,1.01384,2.05707,0.0356703,1.48279,0.0284014,0.161083,3.59485,0.592372,0.758853,5.99016,295.77,1
319,8,1,77,Sad,2,,SM3,3,SM3.2,2,"01:06,06",-85,-0.85,1,0.01,-0.0326190476190476,0.359363966359261,3,314.75,380.97,-1.054830252809,-0.987259632064775,-0.560461166812207,-2.05247132389392,-0.533552932589345,-0.745381958044194,0.178767250272615,-0.416574422943554,0.552593112523302,-0.552741573698767,0,0.22412,-0.364461,24.6526,0.106469,0.907375,0.453172,0.0412311,4.47132,8.46526,0.103391,0.882473,1.97583,0.0484768,1.57099,1.81269,0.27869,4.48528,0.217523,0.246151,4.2331,66.22,2
320,8,1,77,Sad,1,,SM3,3,SM3.3,3,"01:02,02",-85,-0.85,1,0.01,0.116583333333333,0.44859631038536,5,394.92,456.53,-1.30324636098138,-1.07102802147472,-0.595809325296683,-0.31741858950436,-0.524810731678151,-0.681444807619337,1.77372177281754,1.5471403802166,0.250196292447547,0.0315665727397876,0.253247,0.0743347,4.94382,24.2143,0.046916,0.479022,0.233766,0.0702539,4.85509,19.2468,0.152973,0.984734,4.20779,0.124325,2.01011,0,0,-0.722688,0,0,-0.551414,61.61,3
321,9,1,79,Happy,1,HM1,HM1,1,HM1.1,1,"03:00,00",64,0.64,94,0.94,0.117347280792659,0.190476586662043,2,29.5,209.11,0.174365072561081,1.09731566402893,0.450211654640456,0.828375561482149,-0.262703996714861,-0.204169753578002,-0.119396466876519,0.762797280039519,-0.218486135342463,-1.43489730298283,0.895323,0.226388,2.71343,54.4878,0.424547,0.508422,0,0,-0.384157,9.52116,0.10107,0.839426,0.828508,0.0636527,2.59702,1.06904,0.466003,3.19917,1.1559,1.09889,4.77727,179.611,1
322,9,1,79,Happy,1,,HM1,1,HM1.2,2,"01:56,56",64,0.64,94,0.94,0.0241943241943242,0.191081216096484,3,209.11,324.97,0.367615965726071,-0.214390169528211,0.56262100348758,0.0451648405370041,-1.34706564030883,-1.233335572591,-0.931641960648727,1.60982574321526,-0.583826049851697,-1.01670558956126,0.290055,0.1394,2.57508,44.6167,0.273562,0.11958,0,0,-0.384157,15.8391,0.435075,2.05667,0,0.279658,0.468256,1.26381,0.137944,1.94134,0.196823,0.454434,2.72805,115.859,2
323,9,1,79,Happy,1,,HM1,1,HM1.3,3,"01:39,39",64,0.64,94,0.94,0.138732638888889,0.259220489593542,5,327.4,426.84,0.80986933606627,-0.400042498666621,0.905643206470012,1.03409942314746,1.23727259860361,1.11172193964185,-0.677200058736329,0.962762816299686,-0.527958500366967,1.05321188504737,6.21605,0.056006,2.18158,54.1702,0.0835692,-0.269468,0,0.0958322,-0.124731,9.74049,0.0573189,0.617478,3.19855,0.0781689,2.54004,3.0175,0.119711,1.96704,6.33675,0.781318,4.53411,99.44,3
324,9,1,79,Happy,1,,HM1,1,HM1.4,4,"02:53,53",64,0.64,94,0.94,0.203660714285714,0.437963374225172,7,435.57,608.98,0.877924089412632,2.83854959693942,1.17304284775218,0.529285560891345,1.12495964182758,0.828012612474425,-0.42793442825527,-0.141223817549441,1.33835624363201,-0.472267321144507,3.36371,0.176267,2.58215,51.3139,0.280931,0.941002,0,0,-0.384157,10.541,0.062202,0.745603,1.64033,0.102141,2.67132,2.01407,0.0888137,1.75618,3.19068,0.166905,1.97679,173.41,4
325,9,1,79,Happy,1,,HM1,1,HM1.5,5,"00:50,50",64,0.64,94,0.94,0.389285714285714,0.236444147322485,9,621.24,671.03,0.0586469298606613,0.356240066350566,-0.18071363314273,0.269386285281621,0.0689612956935474,0.333914519853022,0.507951538565968,-1.04868412583575,-0.439586194818394,0.779677682557794,0.506227,0.12441,2.49281,57.3483,0.289262,0.307594,0.530333,0.0759555,3.92943,6.96665,0.104034,0.885281,2.43471,0.0802832,2.89415,3.03736,0.127988,1.91815,0.313379,0.0495696,1.85558,49.792,5
326,9,1,79,Happy,1,HM2,HM2,2,HM2.1,1,"01:58,58",66,0.66,64,0.64,0.488423961840629,0.293829445229459,2,31.82,150.28,-0.437148010738646,-0.480924465768461,-0.654477516007109,0.616888357907852,1.25366344889452,1.245650471974,0.458012588280221,-0.222290926844102,-0.59127505644966,-1.59533563328922,0,0.350141,-0.20055,42.4215,0.302002,1.12859,0.263425,0.071717,3.87014,4.17427,0.102838,0.78376,1.48936,0.034604,1.98271,6.25127,0.174198,1.94619,3.19149,0.183821,2.64899,118.46,1
327,9,1,79,Happy,1,,HM2,2,HM2.2,2,"01:09,09",66,0.66,64,0.64,0.328041666666667,0.393943200131,4,151.21,220.45,-0.545370333602791,0.273173273303758,-0.427854081060726,-0.0994127079225613,0.598742082922616,0.797200739143126,0.620273946620055,0.136369617308039,-0.363403172793763,-0.30656871771332,1.87229,0.172192,3.62912,34.0133,0.209105,0.182118,2.115,0.191325,4.32662,16.7813,0.0462574,0.517368,2.61774,0.020702,1.95853,4.12598,0.277596,1.98272,5.84224,0.348506,4.49063,69.24,2
328,9,1,79,Happy,1,,HM2,2,HM2.3,3,"00:25,25",66,0.66,64,0.64,0.370833333333333,0.371231060122937,6,223.68,248.69,-0.877419203796915,-0.495046254657799,0.110676801085077,0.489655724145788,-0.75200651018201,-1.47838384790616,-0.0417792154656956,-1.54294783462623,-0.848265784079418,2.32093770812407,0,0.260072,-0.485509,51.264,0.216182,0.631948,0.624,0.19207,4.41272,14.448,0.086118,0.775695,3.072,0.0531888,2.25384,8.4,0.152538,1.65972,0.96,0.109819,2.38634,25.01,3
329,9,1,79,Happy,1,,HM2,2,HM2.4,4,"02:01,01",66,0.66,64,0.64,0.222410714285714,0.34398034910746,8,254.53,375.63,0.93729827328294,0.719557811239155,1.17986828262302,0.586699424098904,0.368557533184941,-0.0767668128005284,0.520556966403939,-1.07177596908938,0.180712900066606,-0.411774180209312,0.901883,0.144313,3.23032,46.1348,0.0490516,-0.378329,0.0693756,0.0777664,3.86381,18.3746,0.114466,0.731447,2.92369,0.109646,2.61019,6.03568,0.167206,1.66941,4.80674,0.276877,2.82134,121.098,4
330,9,1,79,Happy,1,HM3,HM3,3,HM3.1,1,"05:34,34",63,0.63,100,1,0.169892597114819,0.189054265611753,2,17.12,350.85,1.09792298406025,0.158462676669878,1.44291212948462,1.20639590174069,0.902756723535909,0.969759542235302,-0.240113553469509,0.892995970724885,0.145838005539775,-0.840486439880478,2.49191,0.11213,2.00798,42.3732,0.129971,-0.262891,0.37037,0.152589,5.78088,7.29234,0.14076,1.71487,1.11111,0.0768408,2.29162,4.94067,0.0682113,1.59183,1.44552,0.331696,3.74221,333.732,1
331,9,1,79,Happy,1,,HM3,3,HM3.2,2,"03:04,04",63,0.63,100,1,0.0183404063786008,0.271953709095983,4,352.29,536.09,1.02237241087762,0.0444176561516839,1.58180905063373,0.553985597644118,-0.162078428841918,-0.288202135390638,0.082424478827159,1.06397387396454,0.064914706589166,-0.419664589896511,2.20699,0.135103,2.18936,46.3271,0.204108,0.207295,0,0,-0.483797,6.98008,0.0948589,1.25745,1.25367,0.165175,2.69959,5.21711,0.227935,1.81044,0.985961,0.0814043,2.96907,183.801,2
332,9,1,79,Happy,1,,HM3,3,HM3.3,3,"01:12,12",63,0.63,100,1,0.0261507936507937,0.413709146546832,6,540.43,612.05,1.91412435127819,-0.277214767230571,2.09041928886259,1.48479276042972,1.12139641350346,0.735546211388286,0.885953453349707,0.437054895419149,-0.547596790488872,0.934855739739381,2.9162,0.209072,2.21661,47.0782,0.225239,0.0882536,0,0.186922,0.488924,8.7486,0.0390803,1.07352,0.385475,0.120225,2.5752,0.77095,0.243801,2.0549,0,0.0706629,-0.523448,71.621,3
333,9,1,79,Sad,2,SM1,SM1,1,SM1.1,1,"01:57,57",-70,-0.7,-26,-0.26,-0.0517513736263736,0.176344645718211,2,45.67,162.19,-1.00573670324341,-0.673015520373833,-1.37018474628146,0.26082360587399,0.367987416653081,0.215992155485179,0.485342228635311,-0.344628564506956,0.235564675924341,-1.27708910923884,0.164807,0.0661984,2.74017,52.8618,0.0719863,-0.344122,0,0.148025,1.78578,0.875536,0.0627404,1.39873,0,0.056472,0.725978,0,0.141164,-0.48889,0.0927039,0.115374,2.51687,116.521,1
334,9,1,79,Sad,2,,SM1,1,SM1.2,2,"02:12,12",-70,-0.7,-26,-0.26,0.0268402777777778,0.263057490962693,4,164.99,297.25,0.749150917027756,0.150475763281646,-0.205979954672589,0.199073513992059,0.0899130782393291,0.177792820016504,-0.538406252222505,-0.331854353345372,0.730585023479947,0.411458563821823,0.0635209,0.140932,2.77446,55.127,0.316025,0.621145,0.907441,0.130421,5.43803,4.52813,0.116752,1.56239,0,0.115369,-0.474384,0.453721,0.211894,2.09285,4.95463,0.0651235,2.27378,132.258,2
335,9,1,79,Sad,2,,SM1,1,SM1.3,3,"00:33,33",-70,-0.7,-26,-0.26,0.104398148148148,0.29846885069533,6,309.39,342.05,0.961061617019214,1.27175448252263,-0.64295705039011,-1.08686528832785,0.16744892657202,0.506011606561609,1.70592312418008,-0.730802794237891,-0.992844230321719,0.103732586021048,0,0.320975,-0.289314,57.0588,0.341911,0.608507,0,0,-0.438363,2.05882,0.0881551,1.55169,0,0.0109904,-0.907049,0,0.240679,0.237157,3.41912,0.168523,2.6345,32.658,3
336,9,1,79,Sad,2,,SM1,1,SM1.4,4,"01:05,05",-70,-0.7,-26,-0.26,0.190458333333333,0.210619717759898,8,356.36,420.9,-0.137429135522255,1.61456958923889,-0.0585614170246931,-1.75096694315407,-1.81840948302245,-1.60335508239675,0.352743855803553,-0.0287124961647263,-0.209682763908506,-0.217144074591726,0.744186,0.0711471,2.5682,54.7163,0.281672,0.616302,0,0,-0.438363,5.02326,0.0387068,1.44267,0,0.0652331,0.084512,1.52558,0.137937,1.78846,0.669767,0.882713,4.01379,64.537,4
337,9,1,79,Sad,2,SM2,SM2,2,SM2.1,1,"02:17,17",-67,-0.67,-67,-0.67,0.162130924630925,0.190027948279847,2,35.57,172.18,-1.23311749949272,0.0122240288168727,-0.405640886461168,1.27138444288576,-0.897101167539877,-1.01697527524264,-3.1876917029347,-0.561790154253869,1.06138863467135,-0.406513907084513,0.140556,0.144059,2.20537,52.6296,0.271241,1.01976,0.131772,0.116925,7.03517,3.60176,0.0671498,0.870911,0,0.10282,-0.527833,0.597365,0.0824284,1.91089,1.57247,0.51979,3.88984,136.61,1
